No.;Gender;Age;Secundary education;Graduation;First education;Specialization of first education;Second education;Specialization of second education;Third education;Specialization of third education;Total work experience;Experience in public administration;Experience in a municipal institution;Experience in the private sector;Experience in an international organization;Experience relevant to the job role;Native language;Ministry;The industry;Position group;Position;Decision;Year of publication;Duties of the position;Job requirements;Institutions
897;V;n/a;n/a;n/a;Bakalaurs;Ģeogrāfs;Maģistrs;Ģeogrāfija;n/a;n/a;2015;Jā;Nē;Nē;Jā;1;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vecākais metodikas eksperts;noraidīts;2023;"Izvērtēt Dienesta tīmekļa vietnē ievietotās informācijas aktualitāti un sniegt priekšlikumus tajā ietvertās informācijas papildināšanai un aktualizēšanai; Plānot, organizēt un vadīt seminārus un apmācības Dienesta struktūrvienību darbiniekiem, zemes kadastrālajā uzmērīšanā, zemes ierīcībā un ģeodēzijā sertificētām personām, kā arī valsts un pašvaldību institūcijām par departamenta struktūrvienības kompetences jautājumiem; Sniegt priekšlikumus zemes kadastrālās uzmērīšanas lietas izvērtēšanas un kvalitātes kontroles pilnveidošanai un attīstībai, ar departamenta kompetences jautājumiem saistīto Nekustamā īpašuma valsts kadastra un citu Dienesta informācijas sistēmu pilnveidošanai un attīstībai un organizēt attiecīgā programmnodrošinājuma izmaiņu akcepttestu.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Otrā līmeņa profesionālā vai akadēmiskā augstākā izglītība; Zināšanas par zemes kadastrālo uzmērīšanas, zemes ierīcības un augstas detalizācijas topogrāfiskās informācijas tiesisko regulējumu un iegūšanas procesiem; Labas prasmes darbā ar MS Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Vari pieņemt lēmumus un uzņemties atbildību; Spēj patstāvīgi plānot un organizēt savu darbu.";State Land Service
898;V;n/a;Vispārējā vidējā izglītība;2001;Bakalaurs;Biologs;Maģistrs (profesionālais grāds);Vides plānošana;n/a;n/a;2006;Jā;Nē;Nē;Nē;n/a;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vecākais metodikas eksperts;noraidīts;2023;"Izvērtēt Dienesta tīmekļa vietnē ievietotās informācijas aktualitāti un sniegt priekšlikumus tajā ietvertās informācijas papildināšanai un aktualizēšanai; Plānot, organizēt un vadīt seminārus un apmācības Dienesta struktūrvienību darbiniekiem, zemes kadastrālajā uzmērīšanā, zemes ierīcībā un ģeodēzijā sertificētām personām, kā arī valsts un pašvaldību institūcijām par departamenta struktūrvienības kompetences jautājumiem; Sniegt priekšlikumus zemes kadastrālās uzmērīšanas lietas izvērtēšanas un kvalitātes kontroles pilnveidošanai un attīstībai, ar departamenta kompetences jautājumiem saistīto Nekustamā īpašuma valsts kadastra un citu Dienesta informācijas sistēmu pilnveidošanai un attīstībai un organizēt attiecīgā programmnodrošinājuma izmaiņu akcepttestu.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Otrā līmeņa profesionālā vai akadēmiskā augstākā izglītība; Zināšanas par zemes kadastrālo uzmērīšanas, zemes ierīcības un augstas detalizācijas topogrāfiskās informācijas tiesisko regulējumu un iegūšanas procesiem; Labas prasmes darbā ar MS Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Vari pieņemt lēmumus un uzņemties atbildību; Spēj patstāvīgi plānot un organizēt savu darbu.";State Land Service
899;S;1991;n/a;n/a;Bakalaurs;Vides zinātnes;Maģistrs;Vides zinātnes;n/a;n/a;2012;Jā;Nē;Jā;Nē;7;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vecākais metodikas eksperts;izvēlēts;2023;"Izvērtēt Dienesta tīmekļa vietnē ievietotās informācijas aktualitāti un sniegt priekšlikumus tajā ietvertās informācijas papildināšanai un aktualizēšanai; Plānot, organizēt un vadīt seminārus un apmācības Dienesta struktūrvienību darbiniekiem, zemes kadastrālajā uzmērīšanā, zemes ierīcībā un ģeodēzijā sertificētām personām, kā arī valsts un pašvaldību institūcijām par departamenta struktūrvienības kompetences jautājumiem; Sniegt priekšlikumus zemes kadastrālās uzmērīšanas lietas izvērtēšanas un kvalitātes kontroles pilnveidošanai un attīstībai, ar departamenta kompetences jautājumiem saistīto Nekustamā īpašuma valsts kadastra un citu Dienesta informācijas sistēmu pilnveidošanai un attīstībai un organizēt attiecīgā programmnodrošinājuma izmaiņu akcepttestu.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Otrā līmeņa profesionālā vai akadēmiskā augstākā izglītība; Zināšanas par zemes kadastrālo uzmērīšanas, zemes ierīcības un augstas detalizācijas topogrāfiskās informācijas tiesisko regulējumu un iegūšanas procesiem; Labas prasmes darbā ar MS Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Vari pieņemt lēmumus un uzņemties atbildību; Spēj patstāvīgi plānot un organizēt savu darbu.";State Land Service
900;V;1986;n/a;n/a;n/a;Pedagogs;n/a;n/a;n/a;n/a;2008;Nē;Jā;Nē;Nē;n/a;LV;TM;;Atbalsta funkciju veicējs;Direktora vietnieks;Noraidīts;2023;"Koordinēt autovadītāju darbu, autotransporta izmantošanu, uzskaitīt un kontrolēt nobraukumu, plānot un organizēt caurlaides, tehniskās apkopes un remontu, sagatavot ceļazīmes; Nodrošināt Dienesta saimniecisko līgumu izpildes kontroli; Nodrošināt tehnisko atbalsta Dienesta struktūrvienībām; Nodrošināt nepieciešamo saimniecisko preču un pakalpojumu iegādi; Plānot un uzraudzīt iepirkumus saskaņā ar apstiprināto iepirkuma plānu; Sagatavot iekšējos normatīvos aktus un sarakstes dokumentu projektus atbilstoši departamenta kompetencei.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība vadības, inženierzinātnēs, būvniecībā, sociālas zinātnēs vai tiesību jomā; Ne mazāk kā divu gadu pieredze saimniecisko jautājumu organizēšanā un publisko iepirkumu jomā; Zināšanas publisko iepirkumu jomā, juridisko dokumentu izstrādāšanā un noformēšanā; Zināšanas par materiālo vērtību apriti un saimniecisko pakalpojumu nodrošināšanu; Zināšanas darba aizsardzības jomā; Labas prasmes darbā ar MS Office programmu; Spēj patstāvīgi plānot savu darba procesu, pieņemt lēmumus un proti uzņemties atbildību; B kategorijas autovadītāja apliecība.";State Land Service
901;V;1984;n/a;n/a;Bakalaurs;Tulks;n/a;n/a;n/a;n/a;2002;Jā;Nē;Nē;Jā;n/a;Azerbaidžāņu;TM;;Atbalsta funkciju veicējs;Direktora vietnieks;Noraidīts;2023;"Koordinēt autovadītāju darbu, autotransporta izmantošanu, uzskaitīt un kontrolēt nobraukumu, plānot un organizēt caurlaides, tehniskās apkopes un remontu, sagatavot ceļazīmes; Nodrošināt Dienesta saimniecisko līgumu izpildes kontroli; Nodrošināt tehnisko atbalsta Dienesta struktūrvienībām; Nodrošināt nepieciešamo saimniecisko preču un pakalpojumu iegādi; Plānot un uzraudzīt iepirkumus saskaņā ar apstiprināto iepirkuma plānu; Sagatavot iekšējos normatīvos aktus un sarakstes dokumentu projektus atbilstoši departamenta kompetencei.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība vadības, inženierzinātnēs, būvniecībā, sociālas zinātnēs vai tiesību jomā; Ne mazāk kā divu gadu pieredze saimniecisko jautājumu organizēšanā un publisko iepirkumu jomā; Zināšanas publisko iepirkumu jomā, juridisko dokumentu izstrādāšanā un noformēšanā; Zināšanas par materiālo vērtību apriti un saimniecisko pakalpojumu nodrošināšanu; Zināšanas darba aizsardzības jomā; Labas prasmes darbā ar MS Office programmu; Spēj patstāvīgi plānot savu darba procesu, pieņemt lēmumus un proti uzņemties atbildību; B kategorijas autovadītāja apliecība.";State Land Service
902;S;1981;n/a;n/a;Bakalaurs;Vadības zinības;Otrā līmeņa augstākā izglītība;Darba aizsardzība;Maģistrs;Darba aizsardzība;2002;Nē;Jā;Nē;Nē;6;LV;TM;;Atbalsta funkciju veicējs;Direktora vietnieks;noraidīts;2023;"Koordinēt autovadītāju darbu, autotransporta izmantošanu, uzskaitīt un kontrolēt nobraukumu, plānot un organizēt caurlaides, tehniskās apkopes un remontu, sagatavot ceļazīmes; Nodrošināt Dienesta saimniecisko līgumu izpildes kontroli; Nodrošināt tehnisko atbalsta Dienesta struktūrvienībām; Nodrošināt nepieciešamo saimniecisko preču un pakalpojumu iegādi; Plānot un uzraudzīt iepirkumus saskaņā ar apstiprināto iepirkuma plānu; Sagatavot iekšējos normatīvos aktus un sarakstes dokumentu projektus atbilstoši departamenta kompetencei.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība vadības, inženierzinātnēs, būvniecībā, sociālas zinātnēs vai tiesību jomā; Ne mazāk kā divu gadu pieredze saimniecisko jautājumu organizēšanā un publisko iepirkumu jomā; Zināšanas publisko iepirkumu jomā, juridisko dokumentu izstrādāšanā un noformēšanā; Zināšanas par materiālo vērtību apriti un saimniecisko pakalpojumu nodrošināšanu; Zināšanas darba aizsardzības jomā; Labas prasmes darbā ar MS Office programmu; Spēj patstāvīgi plānot savu darba procesu, pieņemt lēmumus un proti uzņemties atbildību; B kategorijas autovadītāja apliecība.";State Land Service
903;S;1979;n/a;n/a;Koledžas izglītība;Darba aizsardzība;Bakalaurs (profesionālais grāds);Darba aizsardzība;Maģistrs (profesionālais Grāds);Darba aizsardzība;2007;Nē;Jā;Jā;Nē;1;LV;TM;;Atbalsta funkciju veicējs;Direktora vietnieks;noraidīts;2023;"Koordinēt autovadītāju darbu, autotransporta izmantošanu, uzskaitīt un kontrolēt nobraukumu, plānot un organizēt caurlaides, tehniskās apkopes un remontu, sagatavot ceļazīmes; Nodrošināt Dienesta saimniecisko līgumu izpildes kontroli; Nodrošināt tehnisko atbalsta Dienesta struktūrvienībām; Nodrošināt nepieciešamo saimniecisko preču un pakalpojumu iegādi; Plānot un uzraudzīt iepirkumus saskaņā ar apstiprināto iepirkuma plānu; Sagatavot iekšējos normatīvos aktus un sarakstes dokumentu projektus atbilstoši departamenta kompetencei.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība vadības, inženierzinātnēs, būvniecībā, sociālas zinātnēs vai tiesību jomā; Ne mazāk kā divu gadu pieredze saimniecisko jautājumu organizēšanā un publisko iepirkumu jomā; Zināšanas publisko iepirkumu jomā, juridisko dokumentu izstrādāšanā un noformēšanā; Zināšanas par materiālo vērtību apriti un saimniecisko pakalpojumu nodrošināšanu; Zināšanas darba aizsardzības jomā; Labas prasmes darbā ar MS Office programmu; Spēj patstāvīgi plānot savu darba procesu, pieņemt lēmumus un proti uzņemties atbildību; B kategorijas autovadītāja apliecība.";State Land Service
904;V;n/a;Vispārējā vidējā izglītība;2004;Bakalaurs;Vadības zinības;Maģistrs;Vadībzinātnēs;n/a;n/a;2005;Jā;Nē;Nē;Nē;14;RU;TM;;Atbalsta funkciju veicējs;Direktora vietnieks;izvēlēts;2023;"Koordinēt autovadītāju darbu, autotransporta izmantošanu, uzskaitīt un kontrolēt nobraukumu, plānot un organizēt caurlaides, tehniskās apkopes un remontu, sagatavot ceļazīmes; Nodrošināt Dienesta saimniecisko līgumu izpildes kontroli; Nodrošināt tehnisko atbalsta Dienesta struktūrvienībām; Nodrošināt nepieciešamo saimniecisko preču un pakalpojumu iegādi; Plānot un uzraudzīt iepirkumus saskaņā ar apstiprināto iepirkuma plānu; Sagatavot iekšējos normatīvos aktus un sarakstes dokumentu projektus atbilstoši departamenta kompetencei.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība vadības, inženierzinātnēs, būvniecībā, sociālas zinātnēs vai tiesību jomā; Ne mazāk kā divu gadu pieredze saimniecisko jautājumu organizēšanā un publisko iepirkumu jomā; Zināšanas publisko iepirkumu jomā, juridisko dokumentu izstrādāšanā un noformēšanā; Zināšanas par materiālo vērtību apriti un saimniecisko pakalpojumu nodrošināšanu; Zināšanas darba aizsardzības jomā; Labas prasmes darbā ar MS Office programmu; Spēj patstāvīgi plānot savu darba procesu, pieņemt lēmumus un proti uzņemties atbildību; B kategorijas autovadītāja apliecība.";State Land Service
905;S;1982;n/a;n/a;Bakalaurs;Tiesību zinātnes;n/a;n/a;n/a;n/a;2001;Jā;Nē;Jā;Nē;n/a;RU;TM;Zemes mērniecība;Politikas ieviesējs;Vadītāja vietnieks (zemes kadastrālās uzmērīšanas jomā);noraidīts;2023;"Organizēt pareizu metodikas piemērošanu datu reģistrācijā un datu aktualizācijā no zemes kadastrālās uzmērīšanas dokumentiem; Nodrošināt Zemes sektora darbu kvalitatīvu kadastra objektu reģistrāciju un kadastra datu aktualizāciju Dienesta uzturētājās informācijas sistēmās, ievērojot noteiktos termiņus; Sniegt priekšlikumus Dienesta informācijas sistēmu pilnveidošanai un attīstībai un, atbilstoši saņemtajam uzdevumam, organizēt programmnodrošinājuma izmaiņu akcepttestu, informēt par konstatētajām kļūdām; Nodrošināt Zemes sektorā vēstuļu sagatavošanu par reģistrēto kadastra datu labošanu atbilstoši normatīvo aktu prasībām; Organizēt atbilžu sagatavošanu fiziskām un juridiskām personām, valsts un pašvaldības iestādēm, atbilstoši iesniegtajiem un Dienesta rīcībā esošajiem dokumentiem un reģistrētajiem datiem; Pārbaudīt sastādītās kadastra darbu tāmes atbilstoši faktiskajam paveikto darbu apjomam, cenrāža pozīcijām, reģistrētajiem darbu veidiem Pasūtījumu apstrādes informācijas sistēmā Dienestā noteiktajā kārtībā; Nodrošināt Zemes sektora darbību, plānojot un vadot Zemes sektoram noteikto uzdevumu savlaicīgu un kvalitatīvu izpildi.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība dabas zinātnēs, inženierzinātnēs, tehnoloģijā vai tiesībzinātnēs; Pieredze nekustamā īpašuma formēšanas jomā un administratīvo aktu sagatavošanā; Ne mazāk kā piecu gadu pieredze darbā  zemes kadastrālās uzmērīšanas jomā vai zemes kadastrālās uzmērīšanas lietu reģistrācijas jomā; Labas zināšanas nekustamā īpašuma formēšanas jomā; Labas prasmes darbā ar Microstation  un Microsoft Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Esi orientēts uz attīstību un rezultātu sasniegšanu; Patīk darbs komandā, esi atsaucīgs un ar iniciatīvu.";State Land Service
906;S;1982;n/a;n/a;Bakalaurs;Jurists;n/a;n/a;n/a;n/a;2002;Jā;Nē;Nē;Nē;n/a;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vadītāja vietnieks (zemes kadastrālās uzmērīšanas jomā);noraidīts;2023;"Organizēt pareizu metodikas piemērošanu datu reģistrācijā un datu aktualizācijā no zemes kadastrālās uzmērīšanas dokumentiem; Nodrošināt Zemes sektora darbu kvalitatīvu kadastra objektu reģistrāciju un kadastra datu aktualizāciju Dienesta uzturētājās informācijas sistēmās, ievērojot noteiktos termiņus; Sniegt priekšlikumus Dienesta informācijas sistēmu pilnveidošanai un attīstībai un, atbilstoši saņemtajam uzdevumam, organizēt programmnodrošinājuma izmaiņu akcepttestu, informēt par konstatētajām kļūdām; Nodrošināt Zemes sektorā vēstuļu sagatavošanu par reģistrēto kadastra datu labošanu atbilstoši normatīvo aktu prasībām; Organizēt atbilžu sagatavošanu fiziskām un juridiskām personām, valsts un pašvaldības iestādēm, atbilstoši iesniegtajiem un Dienesta rīcībā esošajiem dokumentiem un reģistrētajiem datiem; Pārbaudīt sastādītās kadastra darbu tāmes atbilstoši faktiskajam paveikto darbu apjomam, cenrāža pozīcijām, reģistrētajiem darbu veidiem Pasūtījumu apstrādes informācijas sistēmā Dienestā noteiktajā kārtībā; Nodrošināt Zemes sektora darbību, plānojot un vadot Zemes sektoram noteikto uzdevumu savlaicīgu un kvalitatīvu izpildi.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība dabas zinātnēs, inženierzinātnēs, tehnoloģijā vai tiesībzinātnēs; Pieredze nekustamā īpašuma formēšanas jomā un administratīvo aktu sagatavošanā; Ne mazāk kā piecu gadu pieredze darbā  zemes kadastrālās uzmērīšanas jomā vai zemes kadastrālās uzmērīšanas lietu reģistrācijas jomā; Labas zināšanas nekustamā īpašuma formēšanas jomā; Labas prasmes darbā ar Microstation  un Microsoft Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Esi orientēts uz attīstību un rezultātu sasniegšanu; Patīk darbs komandā, esi atsaucīgs un ar iniciatīvu.";State Land Service
907;S;1975;n/a;n/a;Bakalaurs;Pārtikas pārstrāde;n/a;n/a;n/a;n/a;1996;Jā;Nē;Jā;Nē;23;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vadītāja vietnieks (zemes kadastrālās uzmērīšanas jomā);izvēlēts;2023;"Organizēt pareizu metodikas piemērošanu datu reģistrācijā un datu aktualizācijā no zemes kadastrālās uzmērīšanas dokumentiem; Nodrošināt Zemes sektora darbu kvalitatīvu kadastra objektu reģistrāciju un kadastra datu aktualizāciju Dienesta uzturētājās informācijas sistēmās, ievērojot noteiktos termiņus; Sniegt priekšlikumus Dienesta informācijas sistēmu pilnveidošanai un attīstībai un, atbilstoši saņemtajam uzdevumam, organizēt programmnodrošinājuma izmaiņu akcepttestu, informēt par konstatētajām kļūdām; Nodrošināt Zemes sektorā vēstuļu sagatavošanu par reģistrēto kadastra datu labošanu atbilstoši normatīvo aktu prasībām; Organizēt atbilžu sagatavošanu fiziskām un juridiskām personām, valsts un pašvaldības iestādēm, atbilstoši iesniegtajiem un Dienesta rīcībā esošajiem dokumentiem un reģistrētajiem datiem; Pārbaudīt sastādītās kadastra darbu tāmes atbilstoši faktiskajam paveikto darbu apjomam, cenrāža pozīcijām, reģistrētajiem darbu veidiem Pasūtījumu apstrādes informācijas sistēmā Dienestā noteiktajā kārtībā; Nodrošināt Zemes sektora darbību, plānojot un vadot Zemes sektoram noteikto uzdevumu savlaicīgu un kvalitatīvu izpildi.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība dabas zinātnēs, inženierzinātnēs, tehnoloģijā vai tiesībzinātnēs; Pieredze nekustamā īpašuma formēšanas jomā un administratīvo aktu sagatavošanā; Ne mazāk kā piecu gadu pieredze darbā  zemes kadastrālās uzmērīšanas jomā vai zemes kadastrālās uzmērīšanas lietu reģistrācijas jomā; Labas zināšanas nekustamā īpašuma formēšanas jomā; Labas prasmes darbā ar Microstation  un Microsoft Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Esi orientēts uz attīstību un rezultātu sasniegšanu; Patīk darbs komandā, esi atsaucīgs un ar iniciatīvu.";State Land Service
